date,amount,account_code,account_name,vendor,description,journal_ref
2024-06-08,1567.25,6010,Payroll Tax Expense,Bridgepoint Travel,Routine purchase,JE-11839
2024-10-15,5218.86,6000,Salaries Expense,Apex Payroll Services,Reimbursement,JE-11840
2024-12-04,2860.14,6100,Rent Expense,Northstar Utilities,Monthly invoice,JE-11841
2024-05-12,3047.7,6100,Rent Expense,Customer A Corp,Vendor payment,JE-11842
2024-01-05,1182.11,6600,Marketing Expense,Standard Bank,Subscription renewal,JE-11843
2024-05-08,593.7,6500,Travel & Entertainment,Pacific Office Co,Monthly invoice,JE-11844
2024-11-22,3317.21,7000,Cash Disbursements,Citywide Rentals LLC,Vendor payment,JE-11845
2024-12-03,5894.47,4000,Sales Revenue,Bridgepoint Travel,Supplies order,JE-11846
2024-02-08,251.28,6700,Software Subscriptions,Customer A Corp,Service rendered,JE-11847
2024-10-15,351.24,6300,Office Supplies,Customer C Holdings,Recurring charge,JE-11848
2024-02-04,3907.7,5000,Cost of Goods Sold,Pacific Office Co,Service rendered,JE-11849
2024-09-24,2180.62,2000,Accounts Payable,Acme Supplies Inc,Recurring charge,JE-11850
2024-06-07,148.53,6300,Office Supplies,Greenline Insurance,Vendor payment,JE-11851
2024-11-07,170.02,6200,Utilities Expense,Customer C Holdings,Reimbursement,JE-11852
2024-02-20,2968.09,6100,Rent Expense,Reliant Repair Services,Equipment lease,JE-11853
2024-07-05,7441.65,4100,Service Revenue,Bayview Logistics,Recurring charge,JE-11854
2024-07-31,1133.72,6800,Insurance Expense,Customer D Industries,Equipment lease,JE-11855
2024-03-22,545.1,6700,Software Subscriptions,Customer B LLC,Service rendered,JE-11856
2024-02-09,3051.39,6100,Rent Expense,Acme Supplies Inc,Subscription renewal,JE-11857
2024-03-21,4034.65,2000,Accounts Payable,Bridgepoint Travel,Supplies order,JE-11858
2024-10-21,521.85,6200,Utilities Expense,Standard Bank,Subscription renewal,JE-11859
2024-08-05,433.94,6900,Repairs & Maintenance,Bridgepoint Travel,Routine purchase,JE-11860
2024-02-21,2861.04,6100,Rent Expense,Standard Bank,Vendor payment,JE-11861
2024-12-13,1921.2,6600,Marketing Expense,Acme Supplies Inc,Recurring charge,JE-11862
2024-06-16,1422.44,6500,Travel & Entertainment,Customer B LLC,Reimbursement,JE-11863
2024-08-13,4864.26,4000,Sales Revenue,Northstar Utilities,Routine purchase,JE-11864
2024-06-14,1049.87,7000,Cash Disbursements,Greenline Insurance,Supplies order,JE-11865
2024-02-09,1400.1,5000,Cost of Goods Sold,Greenline Insurance,Subscription renewal,JE-11866
2024-10-13,495.07,4100,Service Revenue,Bayview Logistics,Service rendered,JE-11867
2024-11-22,5000.0,6100,Rent Expense,Acme Supplies Inc,Service rendered,JE-11868
2024-02-07,2693.78,6400,Professional Fees,Customer C Holdings,Reimbursement,JE-11869
2024-02-28,278.44,6200,Utilities Expense,Customer D Industries,Subscription renewal,JE-11870
2024-07-13,212.62,5000,Cost of Goods Sold,Apex Payroll Services,Subscription renewal,JE-11871
2024-09-04,3017.99,6100,Rent Expense,Bayview Logistics,Reimbursement,JE-11872
2024-09-09,1547.61,7000,Cash Disbursements,Reliant Repair Services,Reimbursement,JE-11873
2024-01-24,390.83,6700,Software Subscriptions,Summit Marketing Group,Monthly invoice,JE-11874
2024-03-14,2860.08,1200,Accounts Receivable,Apex Payroll Services,Monthly invoice,JE-11875
2024-02-29,590.87,6500,Travel & Entertainment,Summit Marketing Group,Reimbursement,JE-11876
2024-01-25,2655.91,5000,Cost of Goods Sold,Reliant Repair Services,Supplies order,JE-11877
2024-05-30,2108.91,4100,Service Revenue,Quantum Software Inc,Monthly invoice,JE-11878
2024-03-29,6749.23,6000,Salaries Expense,Northstar Utilities,Equipment lease,JE-11879
2024-10-21,50.0,6900,Repairs & Maintenance,Apex Payroll Services,Routine purchase,JE-11880
2024-12-19,513.76,6900,Repairs & Maintenance,Summit Marketing Group,Recurring charge,JE-11881
2024-04-09,401.79,6200,Utilities Expense,Bridgepoint Travel,Equipment lease,JE-11882
2024-07-31,1866.03,5000,Cost of Goods Sold,Summit Marketing Group,Reimbursement,JE-11883
2024-01-16,1737.36,6400,Professional Fees,Summit Marketing Group,Routine purchase,JE-11884
2024-01-11,4617.08,5100,Inventory Purchases,Customer D Industries,Reimbursement,JE-11885
2024-09-13,742.13,6010,Payroll Tax Expense,Greenline Insurance,Recurring charge,JE-11886
2024-02-12,1275.79,6010,Payroll Tax Expense,Customer A Corp,Monthly invoice,JE-11887
2024-03-07,2327.45,4100,Service Revenue,Standard Bank,Vendor payment,JE-11888
2024-11-15,1955.89,6400,Professional Fees,Customer B LLC,Reimbursement,JE-11889
2024-09-16,50.0,6600,Marketing Expense,Customer C Holdings,Service rendered,JE-11890
2024-08-28,7038.22,1200,Accounts Receivable,Standard Bank,Vendor payment,JE-11891
2024-05-18,2920.71,6100,Rent Expense,Citywide Rentals LLC,Subscription renewal,JE-11892
2024-02-17,24850.0,6200,Utilities Expense,Redrock LLC #1996,,JE-11893
2024-05-12,277.44,2000,Accounts Payable,Reliant Repair Services,Reimbursement,JE-11894
2024-07-07,742.71,7000,Cash Disbursements,Bridgepoint Travel,Reimbursement,JE-11895
2024-08-19,4487.63,5100,Inventory Purchases,Citywide Rentals LLC,Recurring charge,JE-11896
2024-10-23,4125.36,1200,Accounts Receivable,Summit Marketing Group,Supplies order,JE-11897
2024-10-02,3209.41,7000,Cash Disbursements,Greenline Insurance,Equipment lease,JE-11898
2024-09-01,819.09,6900,Repairs & Maintenance,Quantum Software Inc,Routine purchase,JE-11899
2024-08-12,741.55,7000,Cash Disbursements,Northstar Utilities,Recurring charge,JE-11900
2024-03-29,3054.24,4000,Sales Revenue,Customer A Corp,Recurring charge,JE-11901
2024-03-25,3361.5,1200,Accounts Receivable,Greenline Insurance,Supplies order,JE-11902
2024-01-01,706.96,6600,Marketing Expense,Acme Supplies Inc,Reimbursement,JE-11903
2024-03-30,1183.51,6010,Payroll Tax Expense,Apex Payroll Services,Subscription renewal,JE-11904
2024-01-31,5000.0,6400,Professional Fees,Apex Payroll Services,Monthly invoice,JE-11905
2024-10-25,2545.67,5100,Inventory Purchases,Quantum Software Inc,Subscription renewal,JE-11906
2024-03-03,1048.63,6010,Payroll Tax Expense,Citywide Rentals LLC,Supplies order,JE-11907
2024-07-27,827.58,6010,Payroll Tax Expense,Customer B LLC,Equipment lease,JE-11908
2024-11-19,2715.5,6600,Marketing Expense,Customer D Industries,Vendor payment,JE-11909
2024-04-29,5811.56,6000,Salaries Expense,Summit Marketing Group,Equipment lease,JE-11910
2024-11-29,794.53,6500,Travel & Entertainment,Customer B LLC,Reimbursement,JE-11911
2024-10-10,2411.85,6400,Professional Fees,Citywide Rentals LLC,Routine purchase,JE-11912
2024-05-05,839.0,6010,Payroll Tax Expense,Vector IT Solutions,Supplies order,JE-11913
2024-09-18,3447.59,7000,Cash Disbursements,Customer A Corp,Equipment lease,JE-11914
2024-11-19,7829.82,6000,Salaries Expense,Apex Payroll Services,Equipment lease,JE-11915
2024-08-30,987.46,6800,Insurance Expense,Pacific Office Co,Reimbursement,JE-11916
2024-03-25,7487.05,6000,Salaries Expense,Customer D Industries,Subscription renewal,JE-11917
2024-05-01,50.0,6300,Office Supplies,Bridgepoint Travel,Supplies order,JE-11918
2024-06-03,639.41,6500,Travel & Entertainment,Quantum Software Inc,Service rendered,JE-11919
2024-04-22,1304.27,6800,Insurance Expense,Citywide Rentals LLC,Recurring charge,JE-11920
2024-11-12,255.75,6700,Software Subscriptions,Reliant Repair Services,Equipment lease,JE-11921
2024-11-21,15242.18,6000,Salaries Expense,Quantum Software Inc,Routine purchase,JE-11922
2024-10-31,6149.93,4000,Sales Revenue,Bayview Logistics,Monthly invoice,JE-11923
2024-10-22,7124.75,1200,Accounts Receivable,Northstar Utilities,Recurring charge,JE-11924
2024-12-21,729.62,6400,Professional Fees,Apex Payroll Services,Monthly invoice,JE-11925
2024-09-17,5366.78,4000,Sales Revenue,Bayview Logistics,Supplies order,JE-11926
2024-02-14,3121.34,6400,Professional Fees,Customer C Holdings,Reimbursement,JE-11927
2024-01-08,120.74,6300,Office Supplies,Summit Marketing Group,Supplies order,JE-11928
2024-09-08,2600.3,5100,Inventory Purchases,Pacific Office Co,Recurring charge,JE-11929
2024-11-28,2627.9,5000,Cost of Goods Sold,Customer C Holdings,Supplies order,JE-11930
2024-05-16,50.0,6600,Marketing Expense,Apex Payroll Services,Reimbursement,JE-11931
2024-02-01,2237.81,7000,Cash Disbursements,Standard Bank,Routine purchase,JE-11932
2024-01-12,2632.69,6400,Professional Fees,Pacific Office Co,Vendor payment,JE-11933
2024-04-19,617.71,6300,Office Supplies,Summit Marketing Group,Equipment lease,JE-11934
2024-08-15,2977.51,4100,Service Revenue,Citywide Rentals LLC,Vendor payment,JE-11935
2024-08-07,495.09,6700,Software Subscriptions,Customer C Holdings,Equipment lease,JE-11936
2024-06-24,6440.64,6000,Salaries Expense,Greenline Insurance,Service rendered,JE-11937
2024-10-25,669.85,6200,Utilities Expense,Summit Marketing Group,Recurring charge,JE-11938
2024-08-23,50.0,4100,Service Revenue,Pacific Office Co,Vendor payment,JE-11939
2024-07-10,7500.0,1200,Accounts Receivable,Citywide Rentals LLC,Routine purchase,JE-11940
2024-11-27,5221.02,4000,Sales Revenue,Standard Bank,Reimbursement,JE-11941
2024-03-07,8740.84,1200,Accounts Receivable,Bayview Logistics,Monthly invoice,JE-11942
2024-10-10,803.35,6010,Payroll Tax Expense,Customer A Corp,Supplies order,JE-11943
2024-12-17,2908.13,6100,Rent Expense,Quantum Software Inc,Service rendered,JE-11944
2024-08-01,1444.14,5000,Cost of Goods Sold,Pacific Office Co,Vendor payment,JE-11945
2024-11-14,191.14,6500,Travel & Entertainment,Greenline Insurance,Supplies order,JE-11946
2024-03-01,4090.85,1200,Accounts Receivable,Customer B LLC,,JE-11947
2024-06-11,501.96,6700,Software Subscriptions,Greenline Insurance,Recurring charge,JE-11948
2024-02-07,24608.38,4100,Service Revenue,Customer C Holdings,Monthly invoice,JE-11949
2024-09-18,2439.51,5000,Cost of Goods Sold,Customer D Industries,Equipment lease,JE-11950
2024-01-09,443.95,6700,Software Subscriptions,Customer B LLC,Reimbursement,JE-11951
2024-07-04,221.79,2000,Accounts Payable,Customer C Holdings,Recurring charge,JE-11952
2024-07-08,3980.83,4100,Service Revenue,Apex Payroll Services,Subscription renewal,JE-11953
2024-06-17,50.0,6500,Travel & Entertainment,Customer D Industries,Equipment lease,JE-11954
2024-09-09,1596.61,6400,Professional Fees,Bridgepoint Travel,Service rendered,JE-11955
2024-08-21,1614.77,6600,Marketing Expense,Bridgepoint Travel,Monthly invoice,JE-11956
2024-02-06,1534.62,6400,Professional Fees,Quantum Software Inc,Monthly invoice,JE-11957
2024-10-12,2097.5,6400,Professional Fees,Summit Marketing Group,Monthly invoice,JE-11958
2024-12-19,2921.06,4100,Service Revenue,Customer A Corp,Vendor payment,JE-11959
2024-04-30,9112.42,4000,Sales Revenue,Summit Marketing Group,Recurring charge,JE-11960
2024-07-01,357.19,6300,Office Supplies,Summit Marketing Group,Recurring charge,JE-11961
2024-03-04,2919.11,4000,Sales Revenue,Standard Bank,Routine purchase,JE-11962
2024-10-04,5593.54,6000,Salaries Expense,Citywide Rentals LLC,Equipment lease,JE-11963
2024-10-16,1468.86,6500,Travel & Entertainment,Vector IT Solutions,Routine purchase,JE-11964
2024-03-11,348.39,6700,Software Subscriptions,Reliant Repair Services,Service rendered,JE-11965
2024-11-11,2525.31,2000,Accounts Payable,Bridgepoint Travel,Recurring charge,JE-11966
2024-02-21,956.25,6800,Insurance Expense,Quantum Software Inc,Equipment lease,JE-11967
2024-06-05,2525.93,4000,Sales Revenue,Customer A Corp,Monthly invoice,JE-11968
2024-08-04,699.62,6500,Travel & Entertainment,Northstar Utilities,Recurring charge,JE-11969
2024-05-08,5511.13,4100,Service Revenue,Bayview Logistics,Vendor payment,JE-11970
2024-12-30,7794.58,1200,Accounts Receivable,Customer C Holdings,Subscription renewal,JE-11971
2024-09-12,4530.87,5100,Inventory Purchases,Acme Supplies Inc,Routine purchase,JE-11972
2024-06-13,6128.99,6000,Salaries Expense,Bridgepoint Travel,Equipment lease,JE-11973
2024-11-09,6393.22,4100,Service Revenue,Apex Payroll Services,Equipment lease,JE-11974
2024-10-02,2987.83,6100,Rent Expense,Acme Supplies Inc,Vendor payment,JE-11975
2024-02-16,188.75,6300,Office Supplies,Customer C Holdings,Subscription renewal,JE-11976
2024-06-24,606.24,6300,Office Supplies,Northstar Utilities,Vendor payment,JE-11977
2024-02-19,438.89,6900,Repairs & Maintenance,Quantum Software Inc,Subscription renewal,JE-11978
2024-03-13,1095.07,6500,Travel & Entertainment,Standard Bank,Recurring charge,JE-11979
2024-03-05,1123.34,4000,Sales Revenue,Greenline Insurance,Service rendered,JE-11980
2024-07-03,6741.39,6000,Salaries Expense,Customer D Industries,Supplies order,JE-11981
2024-01-26,921.87,6400,Professional Fees,Summit Marketing Group,Equipment lease,JE-11982
2024-04-29,5128.39,6000,Salaries Expense,Customer C Holdings,Monthly invoice,JE-11983
2024-07-17,50.0,6300,Office Supplies,Pacific Office Co,Recurring charge,JE-11984
2024-12-13,1430.13,6600,Marketing Expense,Standard Bank,Recurring charge,JE-11985
2024-09-14,3172.7,6100,Rent Expense,Vector IT Solutions,Reimbursement,JE-11986
2024-05-31,6485.3,6000,Salaries Expense,Greenline Insurance,Vendor payment,JE-11987
2024-03-31,3056.9,6100,Rent Expense,Citywide Rentals LLC,Vendor payment,JE-11988
2024-11-24,2475.58,6400,Professional Fees,Northstar Utilities,Reimbursement,JE-11989
2024-01-15,116.31,6300,Office Supplies,Customer B LLC,Equipment lease,JE-11990
2024-09-11,9750.06,1200,Accounts Receivable,Standard Bank,Supplies order,JE-11991
2024-12-26,2982.74,6100,Rent Expense,Standard Bank,Monthly invoice,JE-11992
2024-04-01,2661.4,4000,Sales Revenue,Northstar Utilities,Equipment lease,JE-11993
2024-03-26,265.47,6300,Office Supplies,Bayview Logistics,Service rendered,JE-11994
2024-05-06,498.2,6200,Utilities Expense,Customer A Corp,Equipment lease,JE-11995
2024-07-09,2922.74,5000,Cost of Goods Sold,Customer D Industries,Service rendered,JE-11996
2024-01-05,2565.26,7000,Cash Disbursements,Greenline Insurance,Service rendered,JE-11997
2024-10-22,2540.5,6400,Professional Fees,Apex Payroll Services,Routine purchase,JE-11998
2024-06-18,1411.84,6600,Marketing Expense,Customer C Holdings,Monthly invoice,JE-11999
