date,amount,debit_amount,credit_amount,account_code,account_name,vendor,description,journal_ref,dr_cr_pattern
2024-03-30,1090.44,1090.44,0.0,6800,Insurance Expense,Citywide Rentals LLC,Supplies order,JE-11253,non_standard
2024-08-18,4107.52,4107.52,0.0,6000,Salaries Expense,Acme Supplies Inc,Routine purchase,JE-11254,standard
2024-10-11,4884.82,4884.82,0.0,6000,Salaries Expense,Customer C Holdings,Monthly invoice,JE-11255,standard
2024-10-10,1020.42,1020.42,0.0,6500,Travel & Entertainment,Bayview Logistics,Supplies order,JE-11256,non_standard
2024-08-28,8513.24,8513.24,0.0,6000,Salaries Expense,Reliant Repair Services,Routine purchase,JE-11257,standard
2024-04-02,1221.75,1221.75,0.0,6900,Repairs & Maintenance,Customer A Corp,Reimbursement,JE-11258,non_standard
2024-07-05,50.0,50.0,0.0,6400,Professional Fees,Pacific Office Co,Reimbursement,JE-11259,standard
2024-11-20,1112.5,1112.5,0.0,6800,Insurance Expense,Customer B LLC,Reimbursement,JE-11260,non_standard
2024-05-07,5357.32,0.0,5357.32,4100,Service Revenue,Pacific Office Co,Equipment lease,JE-11261,standard
2024-06-06,803.15,803.15,0.0,5000,Cost of Goods Sold,Bridgepoint Travel,Subscription renewal,JE-11262,non_standard
2024-09-10,138.99,138.99,0.0,6200,Utilities Expense,Customer A Corp,Vendor payment,JE-11263,non_standard
2024-01-02,578.9,0.0,578.9,4000,Sales Revenue,Greenline Insurance,Supplies order,JE-11264,standard
2024-02-01,2512.5,0.0,2512.5,2000,Accounts Payable,Quantum Software Inc,Monthly invoice,JE-11265,standard
2024-02-08,3047.36,3047.36,0.0,6100,Rent Expense,Vector IT Solutions,Vendor payment,JE-11266,non_standard
2024-07-09,6142.92,6142.92,0.0,6000,Salaries Expense,Bayview Logistics,Service rendered,JE-11267,standard
2024-10-28,50.0,50.0,0.0,6600,Marketing Expense,Citywide Rentals LLC,Service rendered,JE-11268,non_standard
2024-06-03,67.77,67.77,0.0,6300,Office Supplies,Customer A Corp,Reimbursement,JE-11269,non_standard
2024-03-08,4092.9,0.0,4092.9,4000,Sales Revenue,Apex Payroll Services,Monthly invoice,JE-11270,standard
2024-01-10,3551.11,3551.11,0.0,5100,Inventory Purchases,Bridgepoint Travel,Recurring charge,JE-11271,standard
2024-07-24,2328.84,0.0,2328.84,4100,Service Revenue,Customer C Holdings,Service rendered,JE-11272,standard
2024-08-06,680.27,680.27,0.0,6600,Marketing Expense,Northstar Utilities,Service rendered,JE-11273,non_standard
2024-03-15,57.01,57.01,0.0,6500,Travel & Entertainment,Greenline Insurance,Monthly invoice,JE-11274,non_standard
2024-05-07,341.52,341.52,0.0,6300,Office Supplies,Northstar Utilities,Monthly invoice,JE-11275,non_standard
2024-08-05,8000.59,8000.59,0.0,5100,Inventory Purchases,Greenline Insurance,Supplies order,JE-11276,standard
2024-06-13,4687.89,4687.89,0.0,7000,Cash Disbursements,Vector IT Solutions,Reimbursement,JE-11277,standard
2024-11-27,2301.65,0.0,2301.65,2000,Accounts Payable,Bridgepoint Travel,Supplies order,JE-11278,standard
2024-07-12,2714.51,0.0,2714.51,4100,Service Revenue,Quantum Software Inc,,JE-11279,standard
2024-04-30,345.13,345.13,0.0,6700,Software Subscriptions,Customer C Holdings,Supplies order,JE-11280,non_standard
2024-01-09,4594.95,4594.95,0.0,5000,Cost of Goods Sold,Customer D Industries,Supplies order,JE-11281,non_standard
2024-03-21,1125.91,1125.91,0.0,6010,Payroll Tax Expense,Acme Supplies Inc,Equipment lease,JE-11282,standard
2024-03-14,6727.0,6727.0,0.0,5100,Inventory Purchases,Customer A Corp,Recurring charge,JE-11283,standard
2024-01-01,417.82,417.82,0.0,6900,Repairs & Maintenance,Customer B LLC,Service rendered,JE-11284,non_standard
2024-01-31,2684.35,2684.35,0.0,5000,Cost of Goods Sold,Apex Payroll Services,Supplies order,JE-11285,non_standard
2024-02-05,695.91,695.91,0.0,6010,Payroll Tax Expense,Standard Bank,Routine purchase,JE-11286,standard
2024-08-19,1612.35,1612.35,0.0,1200,Accounts Receivable,Northstar Utilities,Service rendered,JE-11287,standard
2024-03-07,4218.45,0.0,4218.45,4100,Service Revenue,Vector IT Solutions,Supplies order,JE-11288,standard
2024-06-25,3674.74,0.0,3674.74,4100,Service Revenue,Quantum Software Inc,Recurring charge,JE-11289,standard
2024-04-26,4841.46,4841.46,0.0,6300,Office Supplies,Northstar Utilities,Vendor payment,JE-11290,non_standard
2024-06-24,5101.48,0.0,5101.48,4000,Sales Revenue,Northstar Utilities,Supplies order,JE-11291,standard
2024-01-26,1201.93,1201.93,0.0,6900,Repairs & Maintenance,Northstar Utilities,Routine purchase,JE-11292,non_standard
2024-12-02,50.0,50.0,0.0,7000,Cash Disbursements,Customer B LLC,Routine purchase,JE-11293,standard
2024-05-08,614.22,614.22,0.0,6500,Travel & Entertainment,Vector IT Solutions,,JE-11294,non_standard
2024-11-26,1857.14,1857.14,0.0,6400,Professional Fees,Customer A Corp,Supplies order,JE-11295,standard
2024-02-26,1023.93,1023.93,0.0,6500,Travel & Entertainment,Northstar Utilities,Subscription renewal,JE-11296,non_standard
2024-08-14,1141.83,1141.83,0.0,6600,Marketing Expense,Acme Supplies Inc,Service rendered,JE-11297,non_standard
2024-12-29,921.3,921.3,0.0,6900,Repairs & Maintenance,Citywide Rentals LLC,Monthly invoice,JE-11298,non_standard
2024-10-05,278.92,278.92,0.0,6400,Professional Fees,Customer B LLC,Subscription renewal,JE-11299,standard
2024-05-24,676.91,676.91,0.0,6900,Repairs & Maintenance,Customer A Corp,Subscription renewal,JE-11300,non_standard
2024-10-03,840.02,840.02,0.0,6500,Travel & Entertainment,Greenline Insurance,Reimbursement,JE-11301,non_standard
2024-09-16,769.81,769.81,0.0,6010,Payroll Tax Expense,Northstar Utilities,Supplies order,JE-11302,standard
2024-09-13,3027.9,3027.9,0.0,6100,Rent Expense,Customer C Holdings,Subscription renewal,JE-11303,non_standard
2024-07-17,288.03,288.03,0.0,6700,Software Subscriptions,Quantum Software Inc,Monthly invoice,JE-11304,non_standard
2024-06-04,567.5,567.5,0.0,6500,Travel & Entertainment,Greenline Insurance,Recurring charge,JE-11305,non_standard
2024-05-30,450.94,450.94,0.0,6600,Marketing Expense,Citywide Rentals LLC,Subscription renewal,JE-11306,non_standard
2024-05-24,2143.27,0.0,2143.27,4100,Service Revenue,Customer C Holdings,Vendor payment,JE-11307,standard
2024-08-14,6391.3,6391.3,0.0,5100,Inventory Purchases,Summit Marketing Group,Vendor payment,JE-11308,standard
2024-02-06,532.87,532.87,0.0,6200,Utilities Expense,Summit Marketing Group,Recurring charge,JE-11309,non_standard
2024-10-29,662.14,662.14,0.0,6900,Repairs & Maintenance,Citywide Rentals LLC,Equipment lease,JE-11310,non_standard
2024-09-07,588.87,588.87,0.0,6500,Travel & Entertainment,Northstar Utilities,Service rendered,JE-11311,non_standard
2024-01-03,2648.89,2648.89,0.0,7000,Cash Disbursements,Standard Bank,Monthly invoice,JE-11312,standard
2024-06-06,6163.9,0.0,6163.9,4100,Service Revenue,Acme Supplies Inc,Recurring charge,JE-11313,standard
2024-03-26,7376.28,7376.28,0.0,5100,Inventory Purchases,Acme Supplies Inc,Vendor payment,JE-11314,standard
2024-03-26,2800.18,2800.18,0.0,6100,Rent Expense,Customer A Corp,Vendor payment,JE-11315,non_standard
2024-05-09,1479.46,1479.46,0.0,6600,Marketing Expense,Bridgepoint Travel,Reimbursement,JE-11316,non_standard
2024-05-29,197.06,197.06,0.0,6900,Repairs & Maintenance,Bayview Logistics,Recurring charge,JE-11317,non_standard
2024-04-29,538.18,538.18,0.0,7000,Cash Disbursements,Vector IT Solutions,Monthly invoice,JE-11318,standard
2024-10-30,2997.59,2997.59,0.0,6100,Rent Expense,Vector IT Solutions,Subscription renewal,JE-11319,non_standard
2024-04-25,9072.73,9072.73,0.0,6000,Salaries Expense,Customer A Corp,Subscription renewal,JE-11320,standard
2024-09-11,437.16,437.16,0.0,6700,Software Subscriptions,Acme Supplies Inc,Recurring charge,JE-11321,non_standard
2024-02-03,9850.0,9850.0,0.0,6700,Software Subscriptions,Redrock LLC #1988,,JE-11322,non_standard
2024-10-13,1041.61,1041.61,0.0,7000,Cash Disbursements,Customer B LLC,Monthly invoice,JE-11323,standard
2024-01-23,1767.77,1767.77,0.0,5000,Cost of Goods Sold,Greenline Insurance,Routine purchase,JE-11324,non_standard
2024-07-02,7033.52,7033.52,0.0,6000,Salaries Expense,Bridgepoint Travel,Service rendered,JE-11325,standard
2024-08-29,2387.98,0.0,2387.98,4000,Sales Revenue,Pacific Office Co,Service rendered,JE-11326,standard
2024-05-03,8037.22,8037.22,0.0,6000,Salaries Expense,Greenline Insurance,Supplies order,JE-11327,standard
2024-12-15,2284.02,2284.02,0.0,6400,Professional Fees,Bayview Logistics,Routine purchase,JE-11328,standard
2024-11-14,5349.24,5349.24,0.0,7000,Cash Disbursements,Greenline Insurance,Monthly invoice,JE-11329,standard
2024-03-02,1736.73,1736.73,0.0,5100,Inventory Purchases,Customer D Industries,Monthly invoice,JE-11330,standard
2024-01-26,617.87,617.87,0.0,6900,Repairs & Maintenance,Vector IT Solutions,Vendor payment,JE-11331,non_standard
2024-10-05,7854.77,7854.77,0.0,5100,Inventory Purchases,Quantum Software Inc,Reimbursement,JE-11332,standard
2024-09-19,50.0,0.0,50.0,2000,Accounts Payable,Customer B LLC,Vendor payment,JE-11333,standard
2024-02-24,4171.43,0.0,4171.43,2000,Accounts Payable,Reliant Repair Services,Equipment lease,JE-11334,standard
2024-05-10,1667.47,0.0,1667.47,2000,Accounts Payable,Reliant Repair Services,Equipment lease,JE-11335,standard
2024-12-24,948.19,948.19,0.0,6500,Travel & Entertainment,Northstar Utilities,Recurring charge,JE-11336,non_standard
2024-08-16,715.66,715.66,0.0,6600,Marketing Expense,Vector IT Solutions,Service rendered,JE-11337,non_standard
2024-10-13,5905.43,0.0,5905.43,2000,Accounts Payable,Reliant Repair Services,Reimbursement,JE-11338,standard
2024-03-11,3612.19,3612.19,0.0,5000,Cost of Goods Sold,Customer B LLC,Equipment lease,JE-11339,non_standard
2024-08-16,1174.07,1174.07,0.0,6600,Marketing Expense,Northstar Utilities,Routine purchase,JE-11340,non_standard
2024-02-23,2548.49,0.0,2548.49,4100,Service Revenue,Pacific Office Co,Subscription renewal,JE-11341,standard
2024-02-23,1154.57,1154.57,0.0,6010,Payroll Tax Expense,Customer B LLC,Equipment lease,JE-11342,standard
2024-12-31,391.24,391.24,0.0,6200,Utilities Expense,Citywide Rentals LLC,Service rendered,JE-11343,non_standard
2024-08-07,292.76,292.76,0.0,6700,Software Subscriptions,Customer D Industries,Recurring charge,JE-11344,non_standard
2024-05-20,1258.75,1258.75,0.0,6010,Payroll Tax Expense,Summit Marketing Group,Equipment lease,JE-11345,standard
2024-03-25,4530.66,4530.66,0.0,5100,Inventory Purchases,Customer C Holdings,Equipment lease,JE-11346,standard
2024-05-28,5863.69,5863.69,0.0,6000,Salaries Expense,Pacific Office Co,Supplies order,JE-11347,standard
2024-12-30,1745.38,1745.38,0.0,7000,Cash Disbursements,Customer C Holdings,Vendor payment,JE-11348,standard
2024-10-09,832.32,832.32,0.0,6900,Repairs & Maintenance,Customer B LLC,Subscription renewal,JE-11349,non_standard
2024-04-04,8293.99,0.0,8293.99,4000,Sales Revenue,Customer C Holdings,Routine purchase,JE-11350,standard
2024-07-30,4934.64,4934.64,0.0,6000,Salaries Expense,Citywide Rentals LLC,Recurring charge,JE-11351,standard
2024-05-01,5936.99,5936.99,0.0,6000,Salaries Expense,Customer D Industries,Monthly invoice,JE-11352,standard
2024-08-09,2819.5,2819.5,0.0,5000,Cost of Goods Sold,Quantum Software Inc,Supplies order,JE-11353,non_standard
2024-08-12,4141.63,4141.63,0.0,7000,Cash Disbursements,Acme Supplies Inc,Service rendered,JE-11354,standard
2024-08-23,50.0,50.0,0.0,7000,Cash Disbursements,Customer A Corp,Equipment lease,JE-11355,standard
2024-09-08,3604.98,3604.98,0.0,5000,Cost of Goods Sold,Citywide Rentals LLC,Recurring charge,JE-11356,non_standard
2024-07-23,777.61,777.61,0.0,6900,Repairs & Maintenance,Customer D Industries,Supplies order,JE-11357,non_standard
2024-05-12,1038.8,1038.8,0.0,6800,Insurance Expense,Vector IT Solutions,Subscription renewal,JE-11358,non_standard
2024-08-02,2521.51,2521.51,0.0,5000,Cost of Goods Sold,Standard Bank,Reimbursement,JE-11359,non_standard
2024-07-30,987.63,987.63,0.0,6500,Travel & Entertainment,Bayview Logistics,Equipment lease,JE-11360,non_standard
2024-12-09,1551.7,0.0,1551.7,4000,Sales Revenue,Bayview Logistics,Vendor payment,JE-11361,standard
2024-05-27,1328.78,1328.78,0.0,6010,Payroll Tax Expense,Bayview Logistics,Vendor payment,JE-11362,standard
2024-07-21,50.0,50.0,0.0,6600,Marketing Expense,Bayview Logistics,Supplies order,JE-11363,non_standard
2024-04-24,2325.64,2325.64,0.0,7000,Cash Disbursements,Northstar Utilities,Reimbursement,JE-11364,standard
2024-04-18,1125.06,1125.06,0.0,6800,Insurance Expense,Citywide Rentals LLC,Supplies order,JE-11365,non_standard
2024-01-10,833.44,833.44,0.0,6010,Payroll Tax Expense,Northstar Utilities,Routine purchase,JE-11366,non_standard
2024-02-05,6460.7,6460.7,0.0,6000,Salaries Expense,Standard Bank,Monthly invoice,JE-11367,standard
2024-12-03,8800.39,8800.39,0.0,6400,Professional Fees,Standard Bank,Vendor payment,JE-11368,standard
2024-03-22,1069.91,1069.91,0.0,6010,Payroll Tax Expense,Pacific Office Co,Monthly invoice,JE-11369,standard
2024-06-11,2757.61,2757.61,0.0,6100,Rent Expense,Customer D Industries,Equipment lease,JE-11370,non_standard
2024-02-27,949.49,949.49,0.0,6800,Insurance Expense,Quantum Software Inc,Vendor payment,JE-11371,non_standard
2024-04-12,1299.86,1299.86,0.0,6800,Insurance Expense,Standard Bank,Service rendered,JE-11372,non_standard
2024-02-28,1202.77,1202.77,0.0,6800,Insurance Expense,Customer C Holdings,Vendor payment,JE-11373,non_standard
2024-12-25,2013.5,2013.5,0.0,6400,Professional Fees,Quantum Software Inc,Subscription renewal,JE-11374,standard
2024-04-19,2007.35,2007.35,0.0,7000,Cash Disbursements,Citywide Rentals LLC,Subscription renewal,JE-11375,standard
2024-08-29,1622.15,0.0,1622.15,2000,Accounts Payable,Bayview Logistics,Monthly invoice,JE-11376,standard
2024-11-04,777.31,777.31,0.0,6010,Payroll Tax Expense,Quantum Software Inc,Service rendered,JE-11377,standard
2024-11-18,2359.6,2359.6,0.0,6400,Professional Fees,Bridgepoint Travel,Subscription renewal,JE-11378,standard
2024-05-14,289.57,289.57,0.0,6700,Software Subscriptions,Customer D Industries,Recurring charge,JE-11379,non_standard
2024-02-08,182.84,182.84,0.0,6300,Office Supplies,Acme Supplies Inc,Vendor payment,JE-11380,non_standard
2024-12-16,219.88,219.88,0.0,6200,Utilities Expense,Customer A Corp,Supplies order,JE-11381,non_standard
2024-02-02,6215.92,6215.92,0.0,5100,Inventory Purchases,Customer D Industries,Subscription renewal,JE-11382,standard
2024-07-11,1274.41,1274.41,0.0,6800,Insurance Expense,Reliant Repair Services,Equipment lease,JE-11383,non_standard
2024-09-24,1851.43,1851.43,0.0,5100,Inventory Purchases,Standard Bank,Supplies order,JE-11384,standard
2024-05-02,4440.67,4440.67,0.0,5100,Inventory Purchases,Bridgepoint Travel,Vendor payment,JE-11385,standard
2024-10-03,421.15,421.15,0.0,6200,Utilities Expense,Bayview Logistics,Routine purchase,JE-11386,non_standard
2024-08-26,3319.78,0.0,3319.78,2000,Accounts Payable,Northstar Utilities,Supplies order,JE-11387,standard
2024-05-02,3173.25,3173.25,0.0,6100,Rent Expense,Brightway Group #1910,Reimbursement,JE-11388,non_standard
2024-02-13,381.53,0.0,381.53,2000,Accounts Payable,Bridgepoint Travel,Service rendered,JE-11389,standard
2024-01-12,5109.56,5109.56,0.0,5100,Inventory Purchases,Quantum Software Inc,Vendor payment,JE-11390,standard
2024-06-22,3830.08,3830.08,0.0,5100,Inventory Purchases,Maple Holdings Ltd #1918,Equipment lease,JE-11391,standard
2024-05-13,5329.19,5329.19,0.0,5100,Inventory Purchases,Apex Payroll Services,Supplies order,JE-11392,standard
2024-03-27,2936.23,2936.23,0.0,6100,Rent Expense,Apex Payroll Services,Equipment lease,JE-11393,non_standard
2024-07-16,2497.86,2497.86,0.0,6600,Marketing Expense,Reliant Repair Services,Monthly invoice,JE-11394,non_standard
2024-02-21,3447.88,0.0,3447.88,4000,Sales Revenue,Vista Trading Co #1917,Routine purchase,JE-11395,standard
2024-03-13,7634.1,0.0,7634.1,4000,Sales Revenue,Northstar Utilities,Subscription renewal,JE-11396,standard
2024-04-24,1436.33,0.0,1436.33,2000,Accounts Payable,Acme Supplies Inc,Monthly invoice,JE-11397,standard
2024-01-30,3231.93,3231.93,0.0,6100,Rent Expense,Northstar Utilities,Subscription renewal,JE-11398,non_standard
2024-09-02,50.0,50.0,0.0,5000,Cost of Goods Sold,Customer C Holdings,Routine purchase,JE-11399,non_standard
2024-05-28,380.14,380.14,0.0,6200,Utilities Expense,Bayview Logistics,Service rendered,JE-11400,non_standard
2024-10-10,50.0,50.0,0.0,6600,Marketing Expense,Reliant Repair Services,Equipment lease,JE-11401,non_standard
2024-11-20,9059.64,9059.64,0.0,6000,Salaries Expense,Acme Supplies Inc,Vendor payment,JE-11402,standard
2024-01-22,640.11,0.0,640.11,2000,Accounts Payable,Customer D Industries,Reimbursement,JE-11403,standard
2024-02-16,1598.34,1598.34,0.0,1200,Accounts Receivable,Vector IT Solutions,Recurring charge,JE-11404,standard
2024-05-30,2907.26,2907.26,0.0,6100,Rent Expense,Customer A Corp,Monthly invoice,JE-11405,non_standard
2024-09-11,2258.55,2258.55,0.0,5000,Cost of Goods Sold,Customer C Holdings,Subscription renewal,JE-11406,non_standard
2024-08-28,2934.59,2934.59,0.0,6100,Rent Expense,Reliant Repair Services,Equipment lease,JE-11407,non_standard
2024-06-29,4712.23,4712.23,0.0,7000,Cash Disbursements,Bayview Logistics,Subscription renewal,JE-11408,standard
2024-09-25,359.97,359.97,0.0,6300,Office Supplies,Bayview Logistics,Supplies order,JE-11409,non_standard
2024-07-10,3611.31,0.0,3611.31,4000,Sales Revenue,Acme Supplies Inc,Reimbursement,JE-11410,standard
2024-04-04,882.62,882.62,0.0,6500,Travel & Entertainment,Pacific Office Co,Supplies order,JE-11411,non_standard
2024-01-26,396.77,396.77,0.0,6300,Office Supplies,Standard Bank,Service rendered,JE-11412,non_standard
2024-07-16,4121.59,4121.59,0.0,5100,Inventory Purchases,Bridgepoint Travel,Equipment lease,JE-11413,standard
2024-07-02,3230.83,0.0,3230.83,4000,Sales Revenue,Vector IT Solutions,Reimbursement,JE-11414,standard
2024-11-08,464.12,464.12,0.0,6900,Repairs & Maintenance,Bridgepoint Travel,Equipment lease,JE-11415,non_standard
2024-12-15,2427.09,2427.09,0.0,5100,Inventory Purchases,Standard Bank,Equipment lease,JE-11416,standard
2024-05-14,4370.65,4370.65,0.0,5000,Cost of Goods Sold,Vector IT Solutions,Reimbursement,JE-11417,non_standard
2024-05-10,6612.94,6612.94,0.0,1200,Accounts Receivable,Citywide Rentals LLC,Reimbursement,JE-11418,standard
2024-07-03,4859.75,4859.75,0.0,6000,Salaries Expense,Customer B LLC,Routine purchase,JE-11419,standard
2024-05-15,5274.99,5274.99,0.0,1200,Accounts Receivable,Apex Payroll Services,Reimbursement,JE-11420,standard
2024-10-22,1071.46,1071.46,0.0,7000,Cash Disbursements,Vector IT Solutions,Routine purchase,JE-11421,standard
2024-09-10,1217.02,1217.02,0.0,6800,Insurance Expense,Bridgepoint Travel,Monthly invoice,JE-11422,non_standard
2024-09-11,4468.42,4468.42,0.0,5100,Inventory Purchases,Greenline Insurance,Reimbursement,JE-11423,standard
2024-01-26,384.77,384.77,0.0,6700,Software Subscriptions,Citywide Rentals LLC,Supplies order,JE-11424,non_standard
2024-02-13,7151.96,7151.96,0.0,6000,Salaries Expense,Northstar Utilities,Monthly invoice,JE-11425,standard
2024-05-03,2910.41,2910.41,0.0,7000,Cash Disbursements,Bayview Logistics,Subscription renewal,JE-11426,standard
